name,mdbId,fraktion,contact_url
"Khan, Misbah",1045380,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045380
"Kiesewetter, Roderich",1048784,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048784
"Kießling, Michael",1048786,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048786
"Kippels, Dr. Georg",1045390,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045390
"Kleebank, Helmut",1045402,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045402
"Klein, Dr. Ottilie",1045410,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045410
"Kleinschmidt, Kurt",1045416,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045416
"Klingbeil, Lars",1045428,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045428
"Klose, Annika",1045438,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045438
"Klöckner, Julia",1045434,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045434
"Klüssendorf, Tim",1045446,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045446
"Kneller, Maximilian",1045450,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045450
"Knodel, Sieghard",1045460,fraktionslos,https://www.bundestag.de/services/formular/contactform?mdbId=1045460
"Knoerig, Axel",1045462,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045462
"Koch, Heinrich",1045476,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045476
"Koegel, Jürgen",1045486,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045486
"Kofler, Dr. Bärbel",1045482,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045482
"Koller, Hans",1045510,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045510
"Komning, Enrico",1045516,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045516
"Koob, Markus",1045530,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045530
"Kopf, Chantal",1045532,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045532
"Korbach, Dr. Stefan",1045536,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045536
"Korell, Thomas",1045546,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045546
"Kotré, Steffen",1048816,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048816
"Koçak, Ferat",1045472,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1045472
"Kraft, Dr. Rainer",1045576,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045576
"Krah, Dr. Maximilian",1048818,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1048818
"Kramme, Anette",1045582,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045582
"Krauthausen, Manuel",1045594,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045594
"Kreiser, Dunja",1045600,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045600
"Krichbaum, Gunther",1048828,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048828
"Krieger, Lukas",1045624,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045624
"Krings, Prof. Dr. Günter",1045628,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045628
"Kröber, Martin",1045634,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045634
"Kuban, Tilman",1045660,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045660
"Köhler, Achim",1045490,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045490
"Köktürk, Cansin",1045504,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1045504
"Kölbl, Daniel",1045508,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045508
"König, Anne",1048814,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048814
"König, Jörn",1045522,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045522
"Körber, Carsten",1045540,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045540
"Körner, Dr. Konrad",1045550,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045550
"Köstering, Jan",1045564,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1045564
"Ladzinski, Thomas",1045706,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045706
"Lamely, Pierre",1045710,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045710
"Lang, Ricarda",1045716,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045716
"Lange, Ulrich",1048862,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048862
"Laschet, Armin",1045736,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045736
"Latendorf, Ina",1045738,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1045738
"Launert, Dr. Silke",1045740,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045740
"Lauterbach, Prof. Dr. Karl",1048870,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1048870
"Lay, Caren",1045746,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1045746
"Lehmann, Jens",1045756,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045756
"Lehmann, Sven",1045758,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045758
"Lemke, Sonja",1045784,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1045784
"Lemke, Steffi",1045786,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045786
"Lenhard, Rebecca",1045792,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045792
"Lensing, Sascha",1045796,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045796
"Lenz, Dr. Andreas",1048878,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048878
"Limbacher, Esra",1045824,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045824
"Limburg, Helge",1045826,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045826
"Lindh, Helge",1045828,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045828
"Lindholz, Andrea",1045830,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045830
"Linnemann, Dr. Carsten",1048896,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048896
"Lips, Patricia",1045854,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045854
"Loop, Denise",1045868,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045868
"Lucassen, Rüdiger",1045876,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045876
"Lucks, Max",1045878,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045878
"Luczak, Dr. Jan-Marco",1045880,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045880
"Ludwig, Daniela",1045886,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045886
"Ludwig, Dr. Saskia",1045888,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1045888
"Lugk, Bettina",1045892,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045892
"Lübcke, Dr. Andrea",1045874,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045874
"Lührmann, Dr. Anna",1045894,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1045894
"Maack, Sebastian",1045912,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045912
"Machalet, Dr. Tanja",1045922,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045922
"Mack, Klaus",1048912,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048912
"Mackensen-Geis, Isabel",1045928,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045928
"Mann, Holger",1045960,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045960
"Martel, Johann",1045980,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045980
"Marvi, Parsa",1045992,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1045992
"Mast, Katja",1046000,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046000
"Mattfeldt, Andreas",1046008,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046008
"Matzerath, Markus",1046014,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046014
"Mayer, Andreas",1046022,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046022
"Mayer, Dr. Zoe",1046026,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046026
"Mayer, Stephan",1048932,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048932
"Mayer-Lay, Volker",1048934,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048934
"Mazzi, Tamara",1046028,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046028
"Meiners, Danny",1046044,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046044
"Meiser, Pascal",1046050,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046050
"Meister, Dr. Michael",1046052,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046052
"Merendino, Stella",1046072,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046072
"Merz, Friedrich",1046080,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046080
"Metzler, Jan",1046086,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046086
"Meyer-Soltau, Knuth",1046106,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046106
"Michaelsen, Swantje Henrike",1046108,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046108
"Michel, Kathrin",1048962,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1048962
"Middelberg, Dr. Mathias",1046116,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046116
"Miersch, Dr. Matthias",1046120,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046120
"Mieves, Matthias David",1046124,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046124
"Mihalic, Dr. Irene",1046128,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046128
"Mijatović, Boris",1046130,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046130
"Minich, Sergej",1046136,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046136
"Mirow, Sahra",1046140,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046140
"Mixl, Reinhard",1046146,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046146
"Moll, Claudia",1046166,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046166
"Moosdorf, Matthias",1046188,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046188
"Moser, Christian",1046208,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046208
"Möller, Siemtje",1046172,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046172
"Möller, Stefan",1046174,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046174
"Müller, Axel",1048984,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1048984
"Müller, Carsten",1046224,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046224
"Müller, Claudia",1046228,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046228
"Müller, Florian",1046234,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046234
"Müller, Sascha",1046248,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046248
"Müller, Sepp",1046250,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046250
"Münzenmaier, Sebastian",1046268,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046268
"Mützenich, Dr. Rolf",1046274,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046274
"Nacke, Dr. Stefan",1046276,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046276
"Nanni, Sara",1046284,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046284
"Nasr, Rasha",1046286,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046286
"Naujok, Edgar",1049008,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1049008
"Neuhäuser, Charlotte Antonia",1046310,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046310
"Nick, Dr. Ophelia",1046332,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046332
"Nieland, Iris",1046344,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046344
"Nolte, Jan Ralf",1046360,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046360
"Notz, Dr. Konstantin von",1046366,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046366
"Nouripour, Omid",1046368,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046368
"Oellers, Wilfried",1046398,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046398
"Oest, Florian",1046402,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046402
"Orthey, Harald",1046420,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046420
"Ortleb, Josephine",1046422,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046422
"Oster, Josef",1046428,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046428
"Otte, Henning",1046440,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046440
"Otte, Karoline",1046442,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046442
"Otten, Gerold",1046446,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046446
"Oßner, Florian",1049032,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049032
"Pantazis, Dr. Christos",1046474,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046474
"Pantisano, Luigi",1046476,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046476
"Paul, Andreas",1046490,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046490
"Pauli, Denis",1046492,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046492
"Pauls, Dr. Thomas",1046496,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046496
"Paus, Lisa",1046498,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046498
"Pawlik, Natalie",1046500,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046500
"Peick, Jens",1046504,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046504
"Pellmann, Sören",1046508,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046508
"Peterka, Tobias Matthias",1046514,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046514
"Piechotta, Dr. med. Paula",1046534,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046534
"Pilsinger, Dr. med. Stephan",1046542,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046542
"Pistorius, Boris",1046550,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046550
"Ploß, Dr. Christoph",1046560,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046560
"Plum, Dr. Martin",1046564,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046564
"Pohlmann, Jan-Wilhelm",1046570,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046570
"Polat, Filiz",1046574,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046574
"Poschmann, Sabine",1046592,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046592
"Preisendanz, Dr. David",1049074,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049074
"Protschka, Stephan",1046620,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046620
"Przygodda, Kerstin",1046624,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046624
"Pöpsel, Oliver",1046586,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046586
"Queckemeyer, Marcel",1046642,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046642
"Rabanus, Martin",1046646,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046646
"Rachel, Thomas",1046652,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046652
"Radomski, Kerstin",1046660,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046660
"Radwan, Alexander",1049086,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049086
"Rainer, Alois",1046668,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046668
"Ramelow, Bodo",1046672,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046672
"Rathert, Dr. Anna",1045704,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1045704
"Raue, Arne",1046688,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046688
"Reck, Christian",1049096,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1049096
"Reddig, Pascal",1046704,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046704
"Rehbaum, Henning",1049104,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049104
"Rehm, Lukas",1046708,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046708
"Reichardt, Martin",1046710,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046710
"Reichardt, Truels",1046712,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046712
"Reichel, Dr. Markus",1046714,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046714
"Reichinnek, Heidi",1046720,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046720
"Reinalter, Dr. Anja",1046726,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046726
"Reisner, Lea",1046742,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046742
"Renner, Martin Erwin",1046750,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046750
"Rentzsch, Matthias",1049114,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1049114
"Rietenberg, Sylvia",1046792,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046792
"Rinkert, Daniel",1046796,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046796
"Rohde, Dennis",1046814,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046814
"Rohwer, Lars",1046822,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046822
"Roloff, Sebastian",1046828,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046828
"Roth, Claudia",1046858,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046858
"Rothenberger, Johannes",1049136,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049136
"Rothfuß, Dr. Rainer",1046870,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046870
"Rottwilm, Dr. Philipp",1046874,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046874
"Rouenhoff, Stefan",1046876,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046876
"Rudolph, Dr. Thorsten",1046882,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046882
"Rudzka, Angela",1046888,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046888
"Rump, Daniela",1046900,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046900
"Rupp, Ruben",1046904,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1046904
"Rupprecht, Albert",1046908,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046908
"Röttgen, Dr. Norbert",1049138,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049138
"Röwekamp, Thomas",1046878,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046878
"Rüffer, Corinna",1046892,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046892
"Rützel, Bernd",1046916,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046916
"Saathoff, Johann",1046924,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1046924
"Salihović, Zada",1046944,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1046944
"Santos-Wintz, Catarina dos",1046964,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046964
"Sassenrath, Carl-Philipp",1046970,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1046970
"Schattner, Bernd",1047010,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047010
"Schauws, Ulle",1047018,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047018
"Scheer, Dr. Nina",1047022,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047022
"Scheirich, Raimond",1047034,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047034
"Schenderlein, Dr. Christiane",1047036,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047036
"Scheurell, Volker",1049166,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1049166
"Schielke-Ziesing, Ulrike",1047064,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047064
"Schieske, Lars",1047068,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047068
"Schießl, Carina",1047072,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047072
"Schiller, Manfred",1047080,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047080
"Schliesing, David",1047102,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047102
"Schmid, Christoph",1047116,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047116
"Schmid, Dr. Nils",1047120,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047120
"Schmidt, Dagmar",1047134,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047134
"Schmidt, Dr. Paul",1047158,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047158
"Schmidt, Henri",1047142,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047142
"Schmidt, Jan Wenzel",1047146,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047146
"Schmidt, Julian",1047148,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047148
"Schmidt, Sebastian",1047166,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047166
"Schmidt, Stefan",1047168,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047168
"Schmidt, Uwe",1047170,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047170
"Schneider (Erfurt), Carsten",1047194,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047194
"Schneider, Julia",1047200,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047200
"Schnieder, Patrick",1047212,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047212
"Scholz, Olaf",1047228,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047228
"Schraps, Johannes",1047252,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047252
"Schreiner, Felix",1049188,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049188
"Schrodi, Michael",1047266,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047266
"Schroeter, Georg",1047268,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047268
"Schröder, Stefan",1047264,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047264
"Schubert, Lisa",1047276,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047276
"Schuhmann, Bernd",1047278,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047278
"Schulz, Marvin",1047290,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047290
"Schulz, Uwe",1047300,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047300
"Schulze, Svenja",1047308,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047308
"Schwabe, Frank",1047336,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047336
"Schwartze, Stefan",1047344,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047344
"Schwarz, Andreas",1047346,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047346
"Schwarzelühr-Sutter, Rita",1047350,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047350
"Schwerdtner, Ines",1047360,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047360
"Schäfer, Dr. Sebastian",1046998,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046998
"Schäfer, Jamila",1046992,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1046992
"Schätzl, Johannes",1047012,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047012
"Schönberger, Marlene",1047232,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047232
"Schötz, Evelyn",1047244,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047244
"Seidler, Stefan",1047378,fraktionslos,https://www.bundestag.de/services/formular/contactform?mdbId=1047378
"Seif, Detlef",1047380,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047380
"Seifert, Dario",1047384,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047384
"Seitz, Nora",1047392,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047392
"Seitzl, Dr. Lina",1047394,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047394
"Sichert, Martin",1047420,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047420
"Silberhorn, Thomas",1049236,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049236
"Simon, Björn",1047448,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047448
"Slawik, Nyke",1047458,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047458
"Sorge, Tino",1047476,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047476
"Spahn, Jens",1049240,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049240
"Springer, René",1047502,AfD,https://www.bundestag.de/services/formular/contactform?mdbId=1047502
"Stadler, Svenja",1047506,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047506
"Staffler, Katrin",1047508,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047508
"Stange, Julia-Christina",1047516,Die Linke,https://www.bundestag.de/services/formular/contactform?mdbId=1047516
"Steffen, Dr. Till",1047534,Bündnis 90/Die Grünen,https://www.bundestag.de/services/formular/contactform?mdbId=1047534
"Stefinger, Dr. Wolfgang",1049256,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1049256
"Stegemann, Albert",1047540,CDU/CSU,https://www.bundestag.de/services/formular/contactform?mdbId=1047540
"Stegner, Dr. Ralf",1047542,SPD,https://www.bundestag.de/services/formular/contactform?mdbId=1047542
